セリフ,ChracterName,BlockName,FileName
"うぅ。まだこんなに残ってる。ちゃんと食べきれるかな。",Heroin,UnderPrison3Food1,Heroin_flexible_troubled
"わぁ……すごく甘そう。
見てるだけでもお腹いっぱいになりそう。",Heroin,UnderPrison3Food2,Heroin_flexible_normal
ぱく……もぐ……っ、もぐ。,narrative,UnderPrison3Food2,
甘い……。もう少しゆっくり食べないと、きついかも。,Heroin,UnderPrison3Food2,Heroin_flexible_troubled
"これもすごい量……。でも、食べないわけにはいかないよね。",Heroin,UnderPrison3Food3,Heroin_flexible_serious
もぐ……もぐ……ぱく……。,narrative,UnderPrison3Food3,
はぁ……どうにか食べきれた。もう、本当にお腹いっぱい。,Heroin,UnderPrison3Food3,Heroin_flexible_troubled
……順調だね。,SnowVillageBoy2,UnderPrison3EventComplete,
もう、十分じゃないんですか？,Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
まだ半分にも来てないよ。,SnowVillageBoy2,UnderPrison3EventComplete,
えっ……。,Heroin,UnderPrison3EventComplete,Heroin_flexible_surprised
"でも、現状で必要な摂取量に対して、
実際の量が少し足りないな。",SnowVillageBoy2,UnderPrison3EventComplete,
……やっぱり、ある程度の強制は必要かな。,SnowVillageBoy2,UnderPrison3EventComplete,
ふざけないで。これ以上、何をするつもり？,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
まだ決めてないよ。観測結果を見て調整するだけ。,SnowVillageBoy2,UnderPrison3EventComplete,
私たちはあなたの道具じゃない。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
そう。じゃあ、次の試料も置いておくね。,SnowVillageBoy2,UnderPrison3EventComplete,
メルサさん……もう、かなり動きにくいです。,Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
私も同じ。立ち上がるだけで、前よりずっと時間がかかる。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
"服もすごくきつくなってきて……
こんな姿、他の人たちには見られたくないです。",Heroin,UnderPrison3EventComplete,Heroin_flexible_blush
……それは私も。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
メルサさんも、気にしてるんですね。,Heroin,UnderPrison3EventComplete,Heroin_flexible_normal
当たり前。こんなに短期間で体型が変わるなんて、普通じゃない。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
うぅ……座ってるだけでも、お腹が苦しいです。,Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
無理に動かないで。転んだら余計に面倒。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
"でも、このままずっとここにいたら、
もっと動けなくなっちゃいそうで……。",Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
分かってる。もう待てない。このままじゃ埒が明かない。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
何か方法があるんですか？,Heroin,UnderPrison3EventComplete,Heroin_flexible_normal
ある。成功する保証はないけど。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
もしかして、テレポートですか？,Heroin,UnderPrison3EventComplete,Heroin_flexible_surprised
そう。これ以上ここにいるよりはまし。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
分かりました。お願いします、メルサさん。,Heroin,UnderPrison3EventComplete,Heroin_flexible_serious
行くよ。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
成功した……？,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
メルサさん、大丈夫ですか？,Heroin,UnderPrison3EventComplete,Heroin_flexible_anxious
私は平気。それより、あなた……。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
えっ？,Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
体、戻ってる。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
本当だ……。さっきまであんなに動きにくかったのに。,Heroin,UnderPrison3EventComplete,Heroin_flexible_normal
……どうして。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
メルサさんは……そのまま、みたいですね。,Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
見れば分かる。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
あっ、ご、ごめんなさい。,Heroin,UnderPrison3EventComplete,Heroin_flexible_anxious
……別にいい。でも、並ぶと余計に分かりやすい。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
その、きっと戻す方法もありますよ。,Heroin,UnderPrison3EventComplete,Heroin_flexible_normal
そうだといいけど。こんな姿で外を歩くのは、さすがに嫌。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
でも、テレポートはちゃんと成功しましたね。,Heroin,UnderPrison3EventComplete,Heroin_flexible_normal
"それも変。今回は二人まとめて飛ばした上に、
両方ともかなり重くなっていた。
普通なら、発動しないはずなのに。",Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
じゃあ、どうして成功したんでしょう。,Heroin,UnderPrison3EventComplete,Heroin_flexible_troubled
分からない。何か条件を見落としてるのかも。,Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
……考えるのは、ここを出てからにしませんか？,Heroin,UnderPrison3EventComplete,Heroin_flexible_serious
"そうね。
あいつに気づかれる前に、できるだけ離れた方がいい。",Apothecary,UnderPrison3EventComplete,Apothecary_armed2_normal
はい。急ぎましょう。,Heroin,UnderPrison3EventComplete,Heroin_flexible_serious
ここ、さっきまでの場所とは全然違いますね。,Heroin,FirstEnteredUnder2Field,Heroin_flexible_surprised
……そうね。何か仕掛けがあるみたい。,Apothecary,FirstEnteredUnder2Field,Apothecary_armed2_normal
どうやって進めばいいんでしょう。,Heroin,FirstEnteredUnder2Field,Heroin_flexible_troubled
ノエリ、悪いけど先に進んで道を作って。,Apothecary,FirstEnteredUnder2Field,Apothecary_armed2_normal
私が、ですか？,Heroin,FirstEnteredUnder2Field,Heroin_flexible_surprised
今の私は……その、思うように動けないから。,Apothecary,FirstEnteredUnder2Field,Apothecary_armed2_normal
あっ……。,Heroin,FirstEnteredUnder2Field,Heroin_flexible_troubled
……あまり見ないで。,Apothecary,FirstEnteredUnder2Field,Apothecary_armed2_normal
ご、ごめんなさい。,Heroin,FirstEnteredUnder2Field,Heroin_flexible_anxious
"とにかく、仕掛けを動かせそうなところを探して。
私は後からついていく。",Apothecary,FirstEnteredUnder2Field,Apothecary_armed2_normal
これで先に進めそう。ちゃんと道がつながってる。,Apothecary,Under2FieldComplete,Apothecary_armed2_normal
"……少し歩いただけなのに、思ったより動きづらい。
今の体、やっぱり厄介。",Apothecary,Under2FieldComplete,Apothecary_armed2_normal
よし。これなら向こうまで行ける。,Apothecary,Under3FieldComplete,Apothecary_armed2_normal
はぁ……。この体だと、少し移動するだけでも結構疲れる。,Apothecary,Under3FieldComplete,Apothecary_armed2_normal
……進める。もう少しで抜けられそう。,Apothecary,Under4FieldComplete,Apothecary_armed2_normal
"はぁ、はぁ……。
きついけど、ここまで来たなら止まりたくない。",Apothecary,Under4FieldComplete,Apothecary_armed2_normal
あっ……出口です！　メルサさん、外に出られそうです！,Heroin,ReachedUnderExit,Heroin_flexible_smile
はぁ……やっと。さすがに、もう限界に近い。,Apothecary,ReachedUnderExit,Apothecary_armed2_normal
あと少しです。頑張りましょう。,Heroin,ReachedUnderExit,Heroin_flexible_smile
へえ。本当にここまで来たんだ。,SnowVillageBoy2,ReachedUnderExit,
また、あなた。,Apothecary,ReachedUnderExit,Apothecary_armed2_normal
"まさか脱出するとは思わなかったよ。
計算上、あの時点では能力を使える状態じゃ
なかったはずなんだけど。",SnowVillageBoy2,ReachedUnderExit,
"……転移を起こした個体じゃなくて、
同伴していた個体の方が原因かもしれないね。
まあ、今は後回しでいいや。",SnowVillageBoy2,ReachedUnderExit,
もうあなたの実験に付き合うつもりはない。,Apothecary,ReachedUnderExit,Apothecary_armed2_normal
本当は二人とも元の区画に戻そうと思ってたんだけどね。,SnowVillageBoy2,ReachedUnderExit,
"でも、片方は体形が元に戻ってる。
これだと同じ条件では続けられないな。",SnowVillageBoy2,ReachedUnderExit,
"その点、もう片方は変化が維持されてる。
うん、こっちは別の実験に使えそう。",SnowVillageBoy2,ReachedUnderExit,
勝手に決めないで。,Apothecary,ReachedUnderExit,Apothecary_armed2_normal
拒否する権利は用意してないよ。,SnowVillageBoy2,ReachedUnderExit,
待ってください。メルサさんをどこへ連れていくんですか？,Heroin,ReachedUnderExit,Heroin_flexible_anxious
"君はもう地上に出ていいよ。
変化が消失した対象をここに残しても、
予定していた観測には使えないから。",SnowVillageBoy2,ReachedUnderExit,
そんな……。メルサさんも一緒に――。,Heroin,ReachedUnderExit,Heroin_flexible_anxious
ノエリ、下がって。,Apothecary,ReachedUnderExit,Apothecary_armed2_normal
メルサさん？,Heroin,ReachedUnderExit,Heroin_flexible_troubled
今はいい。あなたまで捕まったら意味がない。,Apothecary,ReachedUnderExit,Apothecary_armed2_normal
じゃあ、変化が残ってる方だけ連れていこうか。,SnowVillageBoy2,ReachedUnderExit,
……消えちゃった。どうしよう……。,Heroin,ReachedUnderExit,Heroin_flexible_troubled
"ううん。まずは地上に出よう。
アクスさんなら、何か力を貸してくれるかもしれない。",Heroin,ReachedUnderExit,Heroin_flexible_serious
ファボも探さないと。待ってて、メルサさん。,Heroin,ReachedUnderExit,Heroin_flexible_serious
あれ……外に誰もいない。どうしたんだろう。,Heroin,SensedVillageAnomaly,Heroin_flexible_troubled
アクスさんの前に、村長さんの家に行ってみようかな。,Heroin,SensedVillageAnomaly,Heroin_flexible_normal
きゃっ！？こ、これって……？,Heroin,WitnessedVillageChange,Heroin_flexible_surprised
"はぁぁ……
何か、こってりしたもの……食べたいわぁ……。
まだ全然、足りないのよぉ……。",SnowVillageWoman1,WitnessedVillageChange,
"うぅぅ……さっき食べたばっかりなのにぃ……
もう、また何か食べたくなってきましたぁ……。",SnowVillageGirl1,WitnessedVillageChange,SnowVillageGirl1_immobile_normal
"んぅぅ……甘いの、ほしい……。
いっぱい食べたのにぃ……まだ、ほしい……。",SnowVillageGirl2,WitnessedVillageChange,SnowVillageGirl2_immobile_normal
"どうしよう……。みんな、様子がおかしいよ……。
私だけじゃ、どうしたらいいか分からない……。",Heroin,WitnessedVillageChange,Heroin_flexible_troubled
"ううん、ここで立ち止まってちゃだめ。
やっぱり、まずはアクスさんのところに戻ろう。",Heroin,WitnessedVillageChange,Heroin_flexible_serious
アクスさん！,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_anxious
ノエリさん。無事だったんだね。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
はい。でも、橋が……。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
"僕も今確認していたところだよ。
どうやら、完全に壊されているみたいだね。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"それに、村が大変なんです。
村にいる人たちがみんな変になっていて…。",Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_anxious
なるほど。また、厄介なことが起きているわけだ。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"そういえば、
村長さんやほかの村の人たちはどこにいるんですか？",Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
"食べ物が足りなくなってきているらしいからね。
彼らは、何か確保できないか探すために
こちら側へ出てきたんだ。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
そのあと大きな音がしたから様子を見に来たら、この通りさ。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"それにしても、不思議だね。
これだけ大きな橋を壊したのに、
僕はその原因を見つけられなかった。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
…私、その橋が壊されたところを見ました。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_serious
おや、本当かい？,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"はい。橋の上にいたとき、
突然、巨大な何かがものすごい速さで通り抜けて……
気づいたときには、橋が壊されていました。",Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_serious
"でも、本当に一瞬だったので、
何だったのかまでは分からなくて。",Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
"なるほど。姿を捉えられないほど速い何か、か。
村で起きていたこととも関係がありそうだね。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
ところで、ガドは一緒じゃないのかい？,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
それが……いろいろあって。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
……こいつは困ったことになったね。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
それに、村の反対側へ続く道も壊されていました。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_serious
そうなると、今の村は両側の道を断たれていることになるね。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
このままでは、外から助けを呼ぶことも難しいね。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
どうすればいいんでしょう。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
僕が近くの村まで行って、応援を呼んでくるよ。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"ただ、ここからだとそれなりに距離がある。
戻ってくるまでには少し時間がかかりそうだ。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"だからその間、
君には今回の異変の元凶らしきものを調べてもらいたいんだけど、
お願いできるかな？",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
私が……。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
"放っておけば、村の状況はさらに悪くなるかもしれない。
それに、応援を連れて戻ってきても、
その間にまた道を壊されたら元も子もないからね。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
……分かりました。私、できることをやってみます。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_serious
でも、ガドさんは大丈夫でしょうか。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
"まあ、あいつのことだからね。
地下に落ちたくらいなら、
穴でも掘りながらそのうち出てくるんじゃないかな。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
…本当にそうだといいんですけど。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_troubled
"あいつはそう簡単にどうにかなるような男じゃないよ。
今は、できることから進めよう。",Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
はい。まずは村の異変を調べてみます。,Heroin,TalkToCoachmanAboutVillageChange,Heroin_flexible_serious
うん。僕もできるだけ早く戻るよ。,Axis,TalkToCoachmanAboutVillageChange,Axis_normal_normal
"やっぱり、今回のことにはあの男の子が関わってる気がする。
まずは、どこにいるのか探さないと。",Heroin,StartedInvestigatingVillageAnomaly,Heroin_flexible_serious
メルサさんを連れていったんだから、どこか別の場所にいるのかな。,Heroin,StartedInvestigatingVillageAnomaly,Heroin_flexible_troubled
さっきの地下は、もう先に進めそうなところもなかったし……。,Heroin,StartedInvestigatingVillageAnomaly,Heroin_flexible_troubled
何かそれらしい場所がないか、村の人たちに聞いてみよう。,Heroin,StartedInvestigatingVillageAnomaly,Heroin_flexible_serious
あれ……さっきまで一緒にいた人たちは？,Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_troubled
"んぅ……みんな、さっき外に行ったよぉ……。
食べるもの、探すってぇ……。",SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
"そっか……。
ねえ、この村の近くに、何か変わった場所ってない？",Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_normal
変わった場所ぉ……？,SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
うん。村にあった、あの石でできた門みたいな場所とか。,Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_normal
"んー……。そういえば、おじいちゃんが言ってたぁ……。
山の上にも、似たようなのがあるってぇ……。",SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
"山の上……。
でも、あっちへ行く扉、鍵がかかってたんだ。",Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_troubled
鍵ならぁ……わたし、持ってるよぉ……。,SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
えっ、本当？,Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_surprised
うん……。たまに、こっそり外に行くからぁ……。,SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
その鍵、貸してもらえないかな？,Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_normal
"いいよぉ……。
でも、その前にぃ……お願いがあるのぉ……。",SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
お願い？,Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_troubled
"みんな、変になっちゃったしぃ……
わたしも、ずっとお腹すいてるぅ……。",SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
"お姉ちゃん……みんなを助けてぇ……。
それとぉ、何か食べるもの、持ってきてほしいぃ……。",SnowVillageGirl2,VillageGirl2_AskAboutClue,SnowVillageGirl2_immobile_normal
うん、分かった。食べるものを探してくるね。,Heroin,VillageGirl2_AskAboutClue,Heroin_flexible_smile
食べ物を渡しますか？,narrative,VillageGirlQuest,
渡せるものを持っていない。,narrative,VillageGirlQuest,
"わぁぁ……ありがとう、お姉ちゃん。
これ、ずっと食べたかったぁ……。",SnowVillageGirl2,VillageGirlQuest_GiveItem,SnowVillageGirl2_immobile_normal
うん。これで少しでも落ち着くといいんだけど。,Heroin,VillageGirlQuest_GiveItem,Heroin_flexible_normal
……いたぁ。,SnowVillageGirl1,VillageGirlQuest_GiveItem,SnowVillageGirl1_immobile_normal
えっ？,Heroin,VillageGirlQuest_GiveItem,Heroin_flexible_troubled
"あのお姉さんを捕まえればぁ……
食べ物、もらえるんですよねぇ……。",SnowVillageGirl1,HeroineCaptured,SnowVillageGirl1_immobile_normal
ま、待って。何の話をしてるの？,Heroin,HeroineCaptured,Heroin_flexible_anxious
"そうよぉ……あの子を捕まえれば、
もっと食べられるってぇ……。",SnowVillageWoman1,HeroineCaptured,
待ってください。落ち着いて――。,Heroin,HeroineCaptured,Heroin_flexible_anxious
きゃっ！？,Heroin,HeroineCaptured,Heroin_flexible_surprised
あっ……お姉ちゃん、そっちは通れないよぉ……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
えっ、ちょ、ちょっと――！,Heroin,HeroineCaptured,Heroin_flexible_anxious
おいしいですぅ……もっと、もっと食べたいですぅ……。,SnowVillageGirl1,HeroineCaptured,SnowVillageGirl1_immobile_normal
うぅ……縄まで……。これじゃ動けないよ。,Heroin,HeroineCaptured,Heroin_flexible_troubled
お姉ちゃん……ごめんねぇ……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
えっ？,Heroin,HeroineCaptured,Heroin_flexible_troubled
"わたしがぁ……食べるものほしいって頼んだからぁ……。
余計なことしちゃったぁ……。",SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
ううん。あなたのせいじゃないよ。,Heroin,HeroineCaptured,Heroin_flexible_smile
この縄、取ってあげたいのにぃ……手が届かないよぉ……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
私も腕を動かせないし……。どうしよう。,Heroin,HeroineCaptured,Heroin_flexible_troubled
んー……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
"お姉ちゃんのお腹がもっと大きくなったらぁ……
縄、切れたりしないかなぁ……。",SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
ええっ！？,Heroin,HeroineCaptured,Heroin_flexible_surprised
"いっぱい食べてぇ……
こう、ぐーって膨らませたらぁ……ぷちって。",SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
そ、そんな方法……。,Heroin,HeroineCaptured,Heroin_flexible_troubled
でもぉ……ほかに外せそうなところ、ないよぉ……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
うぅ……そうなんだけど。,Heroin,HeroineCaptured,Heroin_flexible_troubled
お姉ちゃんが持ってきてくれたのぉ……たっくさんあるから…。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
それを、私が食べるの……？,Heroin,HeroineCaptured,Heroin_flexible_troubled
うん……。わたしが食べさせるよぉ……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
じゃあ、お姉ちゃん……あーんしてぇ……。,SnowVillageGirl2,HeroineCaptured,SnowVillageGirl2_immobile_normal
うぅ……本当にこれでいいのかな。じゃあ、お願い。,Heroin,RestraintEscapeAction1_Yes,Heroin_flexible_normal
はい、あーん……。,SnowVillageGirl2,RestraintEscapeAction1_Yes,SnowVillageGirl2_immobile_normal
もぐ、もぐ。,narrative,RestraintEscapeAction1_Yes,
"ん……。こうやって食べさせてもらうの、
ちょっと恥ずかしいよ。",Heroin,RestraintEscapeAction1_Yes,Heroin_flexible_blush
でもぉ、ちゃんと食べられたよぉ……。,SnowVillageGirl2,RestraintEscapeAction1_Yes,SnowVillageGirl2_immobile_normal
うん。でも、本当にこれで縄が外れるのかな……。,Heroin,RestraintEscapeAction1_Yes,Heroin_flexible_troubled
お姉ちゃん、次もいくよぉ……。,SnowVillageGirl2,RestraintEscapeAction1_Yes,SnowVillageGirl2_immobile_normal
やっぱり、ちょっと待って。まだ心の準備が……。,Heroin,RestraintEscapeAction1_No,Heroin_flexible_anxious
でもぉ、このままだとずっと動けないよぉ……。,SnowVillageGirl2,RestraintEscapeAction1_No,SnowVillageGirl2_immobile_normal
うぅ……それは困るけど。,Heroin,RestraintEscapeAction1_No,Heroin_flexible_troubled
じゃあ、もう一回……あーん。,SnowVillageGirl2,RestraintEscapeAction1_No,SnowVillageGirl2_immobile_normal
"さっきより縄がきつくなった気がする。
もしかして、本当に効いてるのかな。",Heroin,RestraintEscapeAction2_Yes,Heroin_flexible_troubled
じゃあ、もうちょっと食べれば外れるかもぉ……。あーん。,SnowVillageGirl2,RestraintEscapeAction2_Yes,SnowVillageGirl2_immobile_normal
"ふぅ……。
こんな方法で脱出しようとしてるなんて、なんだか複雑かも。",Heroin,RestraintEscapeAction2_Yes,Heroin_flexible_troubled
お姉ちゃん、ちょっとずつ大きくなってるよぉ……。,SnowVillageGirl2,RestraintEscapeAction2_Yes,SnowVillageGirl2_immobile_normal
そ、そういうことは言わなくていいよ。,Heroin,RestraintEscapeAction2_Yes,Heroin_flexible_blush
えへへ……ごめんねぇ……。,SnowVillageGirl2,RestraintEscapeAction2_Yes,SnowVillageGirl2_immobile_normal
あとちょっとな気がするぅ……。これも食べてみよぉ……,SnowVillageGirl2,RestraintEscapeAction2_Yes,SnowVillageGirl2_immobile_normal
"これ以上食べたら、
本当にもっと大きくなっちゃいそうで……。",Heroin,RestraintEscapeAction2_No,Heroin_flexible_troubled
でもぉ、縄もさっきよりきつそうだよぉ……。,SnowVillageGirl2,RestraintEscapeAction2_No,SnowVillageGirl2_immobile_normal
それを見ると、やめるわけにもいかないよね……。,Heroin,RestraintEscapeAction2_No,Heroin_flexible_serious
うん……じゃあ、あーん。,SnowVillageGirl2,RestraintEscapeAction2_No,SnowVillageGirl2_immobile_normal
ここまで来たなら、やるしかないよね。お願い。,Heroin,RestraintEscapeAction3_Yes,Heroin_flexible_serious
うん。今度こそいけるかもぉ……あーん。,SnowVillageGirl2,RestraintEscapeAction3_Yes,SnowVillageGirl2_immobile_normal
もぐ……ごくん。,narrative,RestraintEscapeAction3_Yes,
はぁ……。もうかなり苦しいけど、縄もすごく張ってる。,Heroin,RestraintEscapeAction3_Yes,Heroin_flexible_troubled
ほんとだぁ……。もう少しで切れそうだよぉ……。,SnowVillageGirl2,RestraintEscapeAction3_Yes,SnowVillageGirl2_immobile_normal
"こんなに食べることになるなんて思わなかったけど……
もう少しだけ頑張ろう。",Heroin,RestraintEscapeAction3_Yes,Heroin_flexible_serious
うん。お姉ちゃん、あとちょっとぉ……。,SnowVillageGirl2,RestraintEscapeAction3_Yes,SnowVillageGirl2_immobile_normal
うぅ……さすがに、もうお腹いっぱいかも。,Heroin,RestraintEscapeAction3_No,Heroin_flexible_troubled
でもぉ、縄、もうすごくぴんってなってるよぉ……。,SnowVillageGirl2,RestraintEscapeAction3_No,SnowVillageGirl2_immobile_normal
それなら、あと少しだけ頑張った方がいいのかな……。,Heroin,RestraintEscapeAction3_No,Heroin_flexible_troubled
うん……最後に、あーん。,SnowVillageGirl2,RestraintEscapeAction3_No,SnowVillageGirl2_immobile_normal
ぶちっ！,narrative,RestraintEscapeComplete,
きゃっ！ほ、本当に切れた……。,Heroin,RestraintEscapeComplete,Heroin_flexible_surprised
わぁぁ……！　お姉ちゃん、すごいぃ……！,SnowVillageGirl2,RestraintEscapeComplete,SnowVillageGirl2_immobile_normal
"ふふ……ありがとう。
あなたが考えてくれなかったら、
ずっと動けないままだったかも。",Heroin,RestraintEscapeComplete,Heroin_flexible_smile
わたしも楽しかったよぉ……。またやろうねぇ……。,SnowVillageGirl2,RestraintEscapeComplete,SnowVillageGirl2_immobile_normal
えっ！？　そ、それはもう十分かな……。,Heroin,RestraintEscapeComplete,Heroin_flexible_surprised
そっかぁ……。,SnowVillageGirl2,RestraintEscapeComplete,SnowVillageGirl2_immobile_normal
お姉ちゃん……みんなのこと、助けてほしいぃ……。,SnowVillageGirl2,RestraintEscapeComplete,SnowVillageGirl2_immobile_normal
うん。今度こそ、何が起きてるのかちゃんと突き止める。,Heroin,RestraintEscapeComplete,Heroin_flexible_serious
待ってて。私、行ってくるね。,Heroin,RestraintEscapeComplete,Heroin_flexible_serious
ノエリ。,Fabo,ReunitedWithRobot,
無事を確認しました。合流できて何よりです。,Fabo,ReunitedWithRobot,
よかった……。ずっとどこにいるのか心配してたんだよ。,Heroin,ReunitedWithRobot,Heroin_flexible_smile
"私もノエリの位置を探索していましたが、
地下では通信と索敵に大きな障害が発生していました。",Fabo,ReunitedWithRobot,
そっか。いろいろあったけど、今はもう大丈夫。,Heroin,ReunitedWithRobot,Heroin_flexible_smile
了解しました。では、改めて行動を共にします。,Fabo,ReunitedWithRobot,
"前方に強い反応を検知しました。
この先は十分に警戒して進んでください。",Fabo,BeforeChapter3BossBattle,
"普通に食べてもらうだけだと、
どうしても摂取量に限界がある。",SnowVillageBoy2,Chapter3BossAppear,
"地上の個体群みたいに、
空腹感を強くする方法も悪くなかったけど……
やっぱり、これが一番効率がいいみたいだね。",SnowVillageBoy2,Chapter3BossAppear,
その声……！,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
"うん。到着時間もほとんど計算通りだね。
地上の個体群に少し足止めしてもらって正解だったよ。",SnowVillageBoy2,Chapter3BossAppear,
やっぱり、村のみんなに何かしたの……？,Heroin,Chapter3BossAppear,Heroin_flexible_serious
まあ、その話はあとでいいよ。,SnowVillageBoy2,Chapter3BossAppear,
メルサさんを助けに来たの。どこにいるの？,Heroin,Chapter3BossAppear,Heroin_flexible_serious
どこって、君の目の前にいるじゃないか。,SnowVillageBoy2,Chapter3BossAppear,
えっ……？,Heroin,Chapter3BossAppear,Heroin_flexible_troubled
"ああ。暗くて見えてないのか。
それなら、少し明るくしようか。",SnowVillageBoy2,Chapter3BossAppear,
メ、メルサさん……！？,Heroin,Chapter3BossAppear,Heroin_flexible_surprised
んぐっ……！　んんっ……！,Apothecary,Chapter3BossAppear,Apothecary_immobile_normal
メルサさん！　聞こえますか！？,Heroin,Chapter3BossAppear,Heroin_flexible_anxious
んんっ……！　んぐっ……！,Apothecary,Chapter3BossAppear,Apothecary_immobile_normal
よかった……意識はあるんですね。,Heroin,Chapter3BossAppear,Heroin_flexible_normal
"うん。生体反応も安定してるし、
今のところ問題はないよ。",SnowVillageBoy2,Chapter3BossAppear,
問題ないって……こんなことをしておいて……！,Heroin,Chapter3BossAppear,Heroin_flexible_angry
